date,open,high,low,close,volume
2019-01-04 10:49:00-05:00,146.875,146.875,146.875,146.875,0.0
2019-01-04 10:50:00-05:00,146.83,146.835,146.82,146.82,0.0
2019-01-04 10:51:00-05:00,146.82,146.82,146.82,146.82,0.0
2019-01-04 10:52:00-05:00,146.765,146.88,146.665,146.87,5069.0
2019-01-04 10:53:00-05:00,146.88,147.015,146.86,146.875,4371.0
2019-01-04 10:54:00-05:00,146.86,146.95,146.7,146.735,3147.0
2019-01-04 10:55:00-05:00,146.73,146.9,146.71,146.9,2725.0
2019-01-04 10:56:00-05:00,146.91,147.015,146.85,147.015,1645.0
2019-01-04 10:57:00-05:00,147.01,147.15,147.01,147.08,1337.0
2019-01-04 10:58:00-05:00,147.075,147.235,147.075,147.18,2095.0
2019-01-04 10:59:00-05:00,147.17,147.19,147.07,147.175,3364.0
2019-01-04 11:00:00-05:00,147.155,147.19,146.98,147.04,4503.0
2019-01-04 11:01:00-05:00,147.045,147.24,147.04,147.24,2360.0
2019-01-04 11:02:00-05:00,147.28,147.5,147.26,147.46,5086.0
2019-01-04 11:03:00-05:00,147.46,147.63,147.455,147.54,4280.0
2019-01-04 11:04:00-05:00,147.54,147.69,147.54,147.61,3900.0
2019-01-04 11:05:00-05:00,147.595,147.605,147.515,147.53,1960.0
2019-01-04 11:06:00-05:00,147.585,147.605,147.505,147.545,700.0
2019-01-04 11:07:00-05:00,147.52,147.52,147.425,147.44,738.0
2019-01-04 11:08:00-05:00,147.445,147.445,147.38,147.38,577.0
2019-01-04 11:09:00-05:00,147.355,147.415,147.35,147.395,1172.0
2019-01-04 11:10:00-05:00,147.425,147.545,147.4,147.515,4598.0
2019-01-04 11:11:00-05:00,147.505,147.58,147.475,147.545,1738.0
2019-01-04 11:12:00-05:00,147.535,147.565,147.495,147.52,4842.0
2019-01-04 11:13:00-05:00,147.525,147.55,147.435,147.48,2772.0
2019-01-04 11:14:00-05:00,147.475,147.49,147.235,147.295,5122.0
2019-01-04 11:15:00-05:00,147.3,147.31,147.11,147.16,5461.0
2019-01-04 11:16:00-05:00,147.155,147.16,147.0,147.02,7000.0
2019-01-04 11:17:00-05:00,147.01,147.06,146.995,147.04,2707.0
2019-01-04 11:18:00-05:00,147.035,147.18,147.035,147.16,2488.0
2019-01-04 11:19:00-05:00,147.16,147.16,147.16,147.16,0.0
2019-01-04 11:20:00-05:00,147.16,147.16,147.16,147.16,0.0
2019-01-04 11:21:00-05:00,147.205,147.205,147.135,147.135,100.0
2019-01-04 11:22:00-05:00,147.22,147.32,147.215,147.23,2627.0
2019-01-04 11:23:00-05:00,147.245,147.4,147.24,147.385,2703.0
2019-01-04 11:24:00-05:00,147.37,147.42,147.235,147.3,1782.0
2019-01-04 11:25:00-05:00,147.3,147.48,147.29,147.38,1500.0
2019-01-04 11:26:00-05:00,147.38,147.425,147.31,147.345,2901.0
2019-01-04 11:27:00-05:00,147.34,147.37,147.22,147.37,4826.0
2019-01-04 11:28:00-05:00,147.365,147.44,147.33,147.425,8713.0
2019-01-04 11:29:00-05:00,147.43,147.69,147.43,147.66,7761.0
2019-01-04 11:30:00-05:00,147.65,147.705,147.52,147.67,2313.0
2019-01-04 11:31:00-05:00,147.67,147.675,147.49,147.575,3404.0
2019-01-04 11:32:00-05:00,147.57,147.7,147.53,147.65,2850.0
2019-01-04 11:33:00-05:00,147.65,147.77,147.64,147.75,2252.0
2019-01-04 11:34:00-05:00,147.79,147.79,147.79,147.79,100.0
2019-01-04 11:35:00-05:00,147.79,147.79,147.79,147.79,0.0
2019-01-04 11:36:00-05:00,147.68,147.725,147.675,147.695,400.0
2019-01-04 11:37:00-05:00,147.695,147.695,147.695,147.695,0.0
2019-01-04 11:38:00-05:00,147.54,147.595,147.38,147.415,2680.0
2019-01-04 11:39:00-05:00,147.41,147.52,147.325,147.49,3925.0
2019-01-04 11:40:00-05:00,147.495,147.53,147.41,147.525,3958.0
2019-01-04 11:41:00-05:00,147.525,147.53,147.4,147.4,1441.0
2019-01-04 11:42:00-05:00,147.415,147.5,147.33,147.47,2169.0
2019-01-04 11:43:00-05:00,147.48,147.54,147.445,147.53,1031.0
2019-01-04 11:44:00-05:00,147.53,147.56,147.37,147.38,3546.0
2019-01-04 11:45:00-05:00,147.375,147.53,147.375,147.515,1822.0
2019-01-04 11:46:00-05:00,147.515,147.52,147.32,147.35,3109.0
2019-01-04 11:47:00-05:00,147.355,147.355,147.12,147.135,3959.0
2019-01-04 11:48:00-05:00,147.135,147.18,147.105,147.17,4288.0
2019-01-04 11:49:00-05:00,147.17,147.27,147.13,147.165,1581.0
2019-01-04 11:50:00-05:00,147.165,147.165,147.165,147.165,0.0
2019-01-04 11:51:00-05:00,147.165,147.165,147.165,147.165,0.0
2019-01-04 11:52:00-05:00,147.485,147.485,147.48,147.485,0.0
2019-01-04 11:53:00-05:00,147.565,147.565,147.485,147.55,2413.0
2019-01-04 11:54:00-05:00,147.53,147.62,147.5,147.55,4340.0
2019-01-04 11:55:00-05:00,147.54,147.57,147.12,147.125,6204.0
2019-01-04 11:56:00-05:00,147.13,147.15,147.05,147.07,4084.0
2019-01-04 11:57:00-05:00,147.08,147.095,147.0,147.07,4390.0
2019-01-04 11:58:00-05:00,147.065,147.215,147.02,147.21,2879.0
2019-01-04 11:59:00-05:00,147.21,147.26,147.1,147.12,4016.0
2019-01-04 12:00:00-05:00,147.085,147.155,147.06,147.065,1263.0
2019-01-04 12:01:00-05:00,147.075,147.105,147.0,147.04,2001.0
2019-01-04 12:02:00-05:00,147.045,147.095,147.0,147.005,1805.0
2019-01-04 12:03:00-05:00,147.005,147.005,146.855,146.95,3107.0
2019-01-04 12:04:00-05:00,146.94,146.995,146.92,146.985,1409.0
2019-01-04 12:05:00-05:00,146.985,146.985,146.985,146.985,0.0
2019-01-04 12:06:00-05:00,146.985,146.985,146.985,146.985,0.0
2019-01-04 12:07:00-05:00,146.985,146.985,146.985,146.985,0.0
2019-01-04 12:08:00-05:00,146.985,146.985,146.985,146.985,0.0
2019-01-04 12:09:00-05:00,146.985,146.985,146.985,146.985,0.0
2019-01-04 12:10:00-05:00,147.095,147.155,147.04,147.07,1397.0
2019-01-04 12:11:00-05:00,147.07,147.07,146.955,147.01,3035.0
2019-01-04 12:12:00-05:00,147.01,147.075,147.0,147.02,3808.0
2019-01-04 12:13:00-05:00,147.02,147.05,146.96,146.975,2105.0
2019-01-04 12:14:00-05:00,146.98,147.09,146.98,147.0,3825.0
2019-01-04 12:15:00-05:00,147.0,147.03,146.945,147.03,2124.0
2019-01-04 12:16:00-05:00,147.03,147.26,147.03,147.235,5417.0
2019-01-04 12:17:00-05:00,147.24,147.275,147.19,147.235,3316.0
2019-01-04 12:18:00-05:00,147.24,147.4,147.24,147.4,2708.0
2019-01-04 12:19:00-05:00,147.395,147.435,147.32,147.415,1404.0
2019-01-04 12:20:00-05:00,147.4,147.42,147.365,147.365,336.0
2019-01-04 12:21:00-05:00,147.365,147.365,147.365,147.365,0.0
2019-01-04 12:22:00-05:00,147.365,147.365,147.365,147.365,0.0
2019-01-04 12:23:00-05:00,147.365,147.365,147.365,147.365,0.0
2019-01-04 12:24:00-05:00,147.365,147.365,147.365,147.365,0.0
2019-01-04 12:25:00-05:00,147.295,147.35,147.265,147.3,2304.0
2019-01-04 12:26:00-05:00,147.3,147.37,147.28,147.37,1179.0
2019-01-04 12:27:00-05:00,147.37,147.385,147.31,147.31,900.0
2019-01-04 12:28:00-05:00,147.32,147.4,147.305,147.38,900.0
2019-01-04 12:29:00-05:00,147.37,147.4,147.28,147.34,1918.0
2019-01-04 12:30:00-05:00,147.335,147.425,147.315,147.4,2280.0
2019-01-04 12:31:00-05:00,147.39,147.415,147.35,147.35,1818.0
2019-01-04 12:32:00-05:00,147.345,147.43,147.32,147.42,2117.0
2019-01-04 12:33:00-05:00,147.43,147.54,147.41,147.525,3247.0
2019-01-04 12:34:00-05:00,147.52,147.62,147.505,147.55,1310.0
2019-01-04 12:35:00-05:00,147.55,147.59,147.49,147.56,1889.0
2019-01-04 12:36:00-05:00,147.57,147.605,147.57,147.605,0.0
2019-01-04 12:37:00-05:00,147.605,147.605,147.605,147.605,0.0
2019-01-04 12:38:00-05:00,147.605,147.605,147.605,147.605,0.0
2019-01-04 12:39:00-05:00,147.605,147.605,147.605,147.605,0.0
2019-01-04 12:40:00-05:00,147.605,147.605,147.605,147.605,0.0
2019-01-04 12:41:00-05:00,147.665,147.665,147.625,147.625,300.0
2019-01-04 12:42:00-05:00,147.625,147.65,147.535,147.54,2466.0
2019-01-04 12:43:00-05:00,147.54,147.645,147.535,147.62,1400.0
2019-01-04 12:44:00-05:00,147.64,147.7,147.565,147.635,3051.0
2019-01-04 12:45:00-05:00,147.63,147.635,147.505,147.52,1779.0
2019-01-04 12:46:00-05:00,147.51,147.66,147.505,147.65,2300.0
2019-01-04 12:47:00-05:00,147.65,147.69,147.61,147.66,400.0
2019-01-04 12:48:00-05:00,147.655,147.695,147.64,147.67,1300.0
2019-01-04 12:49:00-05:00,147.69,147.785,147.68,147.765,5624.0
2019-01-04 12:50:00-05:00,147.765,147.8,147.72,147.745,880.0
2019-01-04 12:51:00-05:00,147.74,147.75,147.59,147.615,1424.0
2019-01-04 12:52:00-05:00,147.615,147.615,147.615,147.615,0.0
2019-01-04 12:53:00-05:00,147.615,147.615,147.615,147.615,0.0
2019-01-04 12:54:00-05:00,147.615,147.615,147.615,147.615,0.0
2019-01-04 12:55:00-05:00,147.57,147.57,147.53,147.53,400.0
2019-01-04 12:56:00-05:00,147.52,147.65,147.51,147.65,1700.0
2019-01-04 12:57:00-05:00,147.65,147.82,147.64,147.665,3733.0
2019-01-04 12:58:00-05:00,147.665,147.675,147.6,147.665,1600.0
2019-01-04 12:59:00-05:00,147.67,147.67,147.51,147.52,2534.0
2019-01-04 13:00:00-05:00,147.525,147.565,147.49,147.54,1700.0
2019-01-04 13:01:00-05:00,147.535,147.585,147.47,147.47,3352.0
2019-01-04 13:02:00-05:00,147.475,147.6,147.475,147.53,3210.0
2019-01-04 13:03:00-05:00,147.52,147.58,147.505,147.58,1400.0
2019-01-04 13:04:00-05:00,147.585,147.71,147.565,147.67,2401.0
2019-01-04 13:05:00-05:00,147.68,147.765,147.665,147.76,1793.0
2019-01-04 13:06:00-05:00,147.75,147.87,147.75,147.87,206.0
2019-01-04 13:07:00-05:00,147.87,147.87,147.87,147.87,0.0
2019-01-04 13:08:00-05:00,147.925,147.965,147.86,147.925,2375.0
2019-01-04 13:09:00-05:00,147.925,148.07,147.91,148.02,4218.0
2019-01-04 13:10:00-05:00,148.01,148.07,147.99,148.025,2927.0
2019-01-04 13:11:00-05:00,148.025,148.09,147.97,148.065,1850.0
2019-01-04 13:12:00-05:00,148.065,148.065,147.87,147.98,2059.0
2019-01-04 13:13:00-05:00,147.98,148.03,147.95,148.0,3784.0
2019-01-04 13:14:00-05:00,148.0,148.05,147.985,148.015,3804.0
2019-01-04 13:15:00-05:00,148.005,148.2,147.985,148.09,4932.0
2019-01-04 13:16:00-05:00,148.09,148.115,147.99,148.04,1517.0
2019-01-04 13:17:00-05:00,148.04,148.19,147.995,148.17,3914.0
2019-01-04 13:18:00-05:00,148.17,148.28,148.11,148.22,5653.0
2019-01-04 13:19:00-05:00,148.23,148.3,148.215,148.215,5400.0
2019-01-04 13:20:00-05:00,148.215,148.35,148.135,148.35,2356.0
2019-01-04 13:21:00-05:00,148.35,148.37,148.24,148.305,4217.0
2019-01-04 13:22:00-05:00,148.305,148.35,148.2,148.215,1313.0
2019-01-04 13:23:00-05:00,148.215,148.29,148.055,148.055,1864.0
2019-01-04 13:24:00-05:00,148.05,148.15,148.05,148.07,3365.0
2019-01-04 13:25:00-05:00,148.065,148.12,148.06,148.075,2779.0
2019-01-04 13:26:00-05:00,148.075,148.3,148.075,148.25,3550.0
2019-01-04 13:27:00-05:00,148.24,148.24,148.15,148.15,2915.0
2019-01-04 13:28:00-05:00,148.155,148.395,148.15,148.38,6230.0
2019-01-04 13:29:00-05:00,148.36,148.475,148.33,148.44,3207.0
2019-01-04 13:30:00-05:00,148.45,148.51,148.4,148.45,2816.0
2019-01-04 13:31:00-05:00,148.44,148.565,148.41,148.435,4636.0
2019-01-04 13:32:00-05:00,148.44,148.52,148.34,148.51,3751.0
2019-01-04 13:33:00-05:00,148.51,148.52,148.32,148.34,4316.0
2019-01-04 13:34:00-05:00,148.34,148.35,148.27,148.335,2750.0
2019-01-04 13:35:00-05:00,148.37,148.445,148.28,148.295,2781.0
2019-01-04 13:36:00-05:00,148.29,148.335,148.28,148.29,700.0
2019-01-04 13:37:00-05:00,148.29,148.29,148.29,148.29,0.0
2019-01-04 13:38:00-05:00,148.395,148.405,148.34,148.35,705.0
2019-01-04 13:39:00-05:00,148.345,148.37,148.14,148.145,2609.0
2019-01-04 13:40:00-05:00,148.145,148.18,148.025,148.065,17623.0
2019-01-04 13:41:00-05:00,148.05,148.065,147.9,147.945,3301.0
2019-01-04 13:42:00-05:00,147.945,148.105,147.945,148.08,1788.0
2019-01-04 13:43:00-05:00,148.08,148.105,147.9,147.92,1574.0
2019-01-04 13:44:00-05:00,147.915,148.03,147.9,147.9,3510.0
2019-01-04 13:45:00-05:00,147.91,147.945,147.83,147.84,7535.0
2019-01-04 13:46:00-05:00,147.845,147.85,147.73,147.82,21462.0
2019-01-04 13:47:00-05:00,147.835,147.915,147.8,147.905,11478.0
2019-01-04 13:48:00-05:00,147.905,147.985,147.85,147.95,2547.0
2019-01-04 13:49:00-05:00,147.955,148.13,147.95,148.1,3277.0
2019-01-04 13:50:00-05:00,148.1,148.12,147.97,147.985,2737.0
2019-01-04 13:51:00-05:00,147.96,147.99,147.945,147.965,400.0
2019-01-04 13:52:00-05:00,147.965,147.965,147.965,147.965,0.0
2019-01-04 13:53:00-05:00,147.965,148.005,147.875,147.905,14156.0
2019-01-04 13:54:00-05:00,147.91,147.97,147.875,147.89,2455.0
2019-01-04 13:55:00-05:00,147.89,147.92,147.755,147.855,3456.0
2019-01-04 13:56:00-05:00,147.86,147.87,147.69,147.73,2801.0
2019-01-04 13:57:00-05:00,147.725,147.735,147.665,147.68,1857.0
2019-01-04 13:58:00-05:00,147.685,147.77,147.655,147.75,2682.0
2019-01-04 13:59:00-05:00,147.75,147.87,147.745,147.855,2622.0
2019-01-04 14:00:00-05:00,147.875,147.91,147.67,147.68,1679.0
2019-01-04 14:01:00-05:00,147.67,147.735,147.645,147.73,1613.0
2019-01-04 14:02:00-05:00,147.73,147.73,147.58,147.66,7789.0
2019-01-04 14:03:00-05:00,147.67,147.855,147.65,147.85,2018.0
2019-01-04 14:04:00-05:00,147.85,147.99,147.85,147.915,1967.0
2019-01-04 14:05:00-05:00,147.92,147.95,147.88,147.945,1149.0
2019-01-04 14:06:00-05:00,147.92,148.03,147.83,147.835,2748.0
2019-01-04 14:07:00-05:00,147.835,147.835,147.835,147.835,0.0
2019-01-04 14:08:00-05:00,147.66,147.805,147.66,147.755,1994.0
2019-01-04 14:09:00-05:00,147.75,147.83,147.75,147.82,1150.0
2019-01-04 14:10:00-05:00,147.845,147.94,147.79,147.825,2837.0
2019-01-04 14:11:00-05:00,147.8,147.8,147.715,147.765,1110.0
2019-01-04 14:12:00-05:00,147.76,147.92,147.76,147.905,1100.0
2019-01-04 14:13:00-05:00,147.905,147.955,147.86,147.9,1737.0
2019-01-04 14:14:00-05:00,147.915,148.01,147.9,147.98,1698.0
2019-01-04 14:15:00-05:00,147.98,148.0,147.88,147.995,900.0
2019-01-04 14:16:00-05:00,147.97,148.18,147.96,148.16,4361.0
2019-01-04 14:17:00-05:00,148.17,148.2,148.135,148.2,2441.0
2019-01-04 14:18:00-05:00,148.195,148.195,148.115,148.155,1640.0
2019-01-04 14:19:00-05:00,148.18,148.21,148.085,148.11,2099.0
2019-01-04 14:20:00-05:00,148.1,148.11,148.06,148.085,400.0
2019-01-04 14:21:00-05:00,148.085,148.09,148.02,148.08,3976.0
2019-01-04 14:22:00-05:00,148.08,148.08,148.08,148.08,0.0
2019-01-04 14:23:00-05:00,148.17,148.19,148.17,148.18,100.0
2019-01-04 14:24:00-05:00,148.18,148.27,148.1,148.24,4107.0
2019-01-04 14:25:00-05:00,148.25,148.3,148.185,148.205,4250.0
2019-01-04 14:26:00-05:00,148.205,148.235,148.1,148.2,2438.0
2019-01-04 14:27:00-05:00,148.205,148.245,148.19,148.22,4138.0
2019-01-04 14:28:00-05:00,148.235,148.235,148.06,148.09,2876.0
2019-01-04 14:29:00-05:00,148.08,148.155,148.055,148.15,1656.0
2019-01-04 14:30:00-05:00,148.15,148.15,148.065,148.1,700.0
2019-01-04 14:31:00-05:00,148.095,148.1,148.02,148.025,836.0
2019-01-04 14:32:00-05:00,148.015,148.09,147.945,148.065,2879.0
2019-01-04 14:33:00-05:00,148.06,148.12,148.06,148.09,1768.0
2019-01-04 14:34:00-05:00,148.085,148.15,148.03,148.135,2983.0
2019-01-04 14:35:00-05:00,148.14,148.205,148.13,148.18,2249.0
2019-01-04 14:36:00-05:00,148.18,148.24,148.15,148.16,1600.0
2019-01-04 14:37:00-05:00,148.16,148.16,148.16,148.16,0.0
2019-01-04 14:38:00-05:00,148.07,148.07,148.005,148.02,2800.0
2019-01-04 14:39:00-05:00,148.02,148.18,148.015,148.165,2300.0
2019-01-04 14:40:00-05:00,148.175,148.27,148.15,148.215,1714.0
2019-01-04 14:41:00-05:00,148.215,148.22,148.08,148.16,1736.0
2019-01-04 14:42:00-05:00,148.16,148.28,148.15,148.23,2332.0
2019-01-04 14:43:00-05:00,148.23,148.345,148.205,148.32,2696.0
2019-01-04 14:44:00-05:00,148.32,148.32,148.155,148.155,1222.0
2019-01-04 14:45:00-05:00,148.17,148.175,147.92,147.93,12112.0
2019-01-04 14:46:00-05:00,147.925,147.99,147.755,147.755,22200.0
2019-01-04 14:47:00-05:00,147.745,147.76,147.61,147.68,13276.0
2019-01-04 14:48:00-05:00,147.68,147.75,147.64,147.67,3742.0
2019-01-04 14:49:00-05:00,147.675,147.86,147.65,147.8,3474.0
2019-01-04 14:50:00-05:00,147.795,147.845,147.79,147.8,1559.0
2019-01-04 14:51:00-05:00,147.8,147.8,147.8,147.8,0.0
2019-01-04 14:52:00-05:00,147.63,147.63,147.58,147.625,322.0
2019-01-04 14:53:00-05:00,147.57,147.6,147.57,147.585,367.0
2019-01-04 14:54:00-05:00,147.585,147.595,147.525,147.525,3517.0
2019-01-04 14:55:00-05:00,147.545,147.545,147.4,147.47,3836.0
2019-01-04 14:56:00-05:00,147.465,147.495,147.3,147.35,4441.0
2019-01-04 14:57:00-05:00,147.345,147.41,147.305,147.365,3187.0
2019-01-04 14:58:00-05:00,147.365,147.43,147.31,147.335,2100.0
2019-01-04 14:59:00-05:00,147.335,147.385,147.15,147.165,9793.0
2019-01-04 15:00:00-05:00,147.165,147.405,147.09,147.38,8206.0
2019-01-04 15:01:00-05:00,147.38,147.44,147.25,147.25,5461.0
2019-01-04 15:02:00-05:00,147.245,147.255,147.13,147.135,4327.0
2019-01-04 15:03:00-05:00,147.135,147.33,147.12,147.26,4240.0
2019-01-04 15:04:00-05:00,147.26,147.435,147.235,147.39,4173.0
2019-01-04 15:05:00-05:00,147.35,147.41,147.285,147.375,4897.0
2019-01-04 15:06:00-05:00,147.39,147.45,147.375,147.435,373.0
2019-01-04 15:07:00-05:00,147.435,147.435,147.435,147.435,0.0
2019-01-04 15:08:00-05:00,147.435,147.435,147.435,147.435,0.0
2019-01-04 15:09:00-05:00,147.275,147.275,147.145,147.145,2705.0
2019-01-04 15:10:00-05:00,147.135,147.18,147.1,147.12,3724.0
2019-01-04 15:11:00-05:00,147.135,147.42,147.08,147.385,7063.0
2019-01-04 15:12:00-05:00,147.39,147.395,147.265,147.3,4653.0
2019-01-04 15:13:00-05:00,147.3,147.475,147.28,147.43,3652.0
2019-01-04 15:14:00-05:00,147.405,147.615,147.34,147.61,4975.0
2019-01-04 15:15:00-05:00,147.595,147.69,147.465,147.66,3113.0
2019-01-04 15:16:00-05:00,147.67,147.84,147.655,147.775,2627.0
2019-01-04 15:17:00-05:00,147.775,147.85,147.68,147.69,2513.0
2019-01-04 15:18:00-05:00,147.7,147.825,147.695,147.71,1209.0
2019-01-04 15:19:00-05:00,147.72,147.735,147.645,147.72,2535.0
2019-01-04 15:20:00-05:00,147.72,147.76,147.54,147.57,4470.0
2019-01-04 15:21:00-05:00,147.56,147.585,147.465,147.5,2912.0
2019-01-04 15:22:00-05:00,147.355,147.355,147.305,147.34,716.0
2019-01-04 15:23:00-05:00,147.35,147.38,147.33,147.355,2152.0
2019-01-04 15:24:00-05:00,147.355,147.375,147.31,147.315,1859.0
2019-01-04 15:25:00-05:00,147.325,147.49,147.265,147.37,4928.0
2019-01-04 15:26:00-05:00,147.375,147.39,147.245,147.27,2076.0
2019-01-04 15:27:00-05:00,147.275,147.31,147.235,147.265,5748.0
2019-01-04 15:28:00-05:00,147.265,147.27,147.115,147.13,5618.0
2019-01-04 15:29:00-05:00,147.13,147.18,147.1,147.155,3849.0
2019-01-04 15:30:00-05:00,147.165,147.28,147.1,147.26,7157.0
2019-01-04 15:31:00-05:00,147.26,147.27,147.16,147.225,6591.0
2019-01-04 15:32:00-05:00,147.225,147.23,147.095,147.195,8063.0
2019-01-04 15:33:00-05:00,147.195,147.48,147.17,147.445,4962.0
2019-01-04 15:34:00-05:00,147.44,147.5,147.39,147.47,3666.0
2019-01-04 15:35:00-05:00,147.48,147.6,147.475,147.525,4412.0
2019-01-04 15:36:00-05:00,147.52,147.615,147.485,147.615,1238.0
2019-01-04 15:37:00-05:00,147.615,147.615,147.615,147.615,0.0
2019-01-04 15:38:00-05:00,147.295,147.295,147.16,147.19,3500.0
